x,y
8.0,5.957432986493528
8.2,5.762922226719093
8.399999999999999,5.418395632353126
8.599999999999998,4.937588391496458
8.799999999999997,4.339668771567058
8.999999999999996,3.6484739409670395
9.199999999999996,2.891559656401004
9.399999999999995,2.099101701813453
9.599999999999994,1.3026928751081026
9.799999999999994,0.5340834829923127
9.999999999999993,-0.176084443557456
10.199999999999992,-0.7994987503741493
10.399999999999991,-0.24393702970894449
10.59999999999999,0.45864723691264864
10.79999999999999,1.2226803741786192
10.99999999999999,2.0177027919521606
11.199999999999989,2.8120194552749602
11.399999999999988,3.5739634653915173
11.599999999999987,4.2731585190718535
11.799999999999986,4.881729915963316
11.999999999999986,5.375415834929938
